0.928667,14.226667,1
0.692222,14.513333,1
2.690156,11.006667,0
2.971935,9.286667,0
2.293871,8.653333,0
1.858571,8.803333,0
1.955938,9.460000,0
2.482623,9.430000,0
2.429016,9.686667,0
2.796349,10.556667,0
2.529365,11.390000,0
2.205806,9.266667,0
3.172373,8.476667,0
3.114286,7.923333,0
2.985781,7.900000,0
2.664194,8.103333,0
1.653333,7.826667,0
1.200000,6.920000,0
1.413438,6.206667,0
1.952381,6.266667,0
1.472833,6.220000,0
2.248254,6.650000,0
2.557031,6.843333,0
3.017619,6.916667,0
2.603770,6.663333,0
2.587143,7.156667,0
2.037813,7.983333,0
1.149839,8.470000,0
0.499180,9.443333,0
0.131270,9.726667,0
-0.094762,9.083333,0
0.063333,8.613333,1
0.285410,8.250000,1
0.640159,8.243333,1
0.769365,8.160000,1
1.216825,7.743333,1
1.589000,6.426667,1
2.270794,5.863333,0
2.478125,5.643333,0
2.499683,4.816667,0
3.178689,4.023333,0
3.590635,3.770000,0
3.475156,3.256667,0
3.595079,3.036667,0
3.355000,3.040000,0
3.008571,3.000000,0
2.648594,3.060000,0
2.408095,2.990000,0
2.683607,3.213333,0
2.995323,3.940000,0
2.754375,4.486667,0
2.558871,5.166667,0
1.766393,5.810000,0
1.003333,6.020000,0
0.740635,5.796667,0
0.550794,5.720000,0
0.649180,5.363333,0
1.441875,5.243333,0
1.561406,5.306667,0
1.315079,5.280000,0
1.342000,5.276667,0
1.517619,5.523333,0
1.125781,5.533333,0
0.839841,5.506667,0
0.399333,5.520000,0
0.507778,5.500000,0
0.322500,5.533333,0
0.270000,4.860000,0
0.345333,4.733333,0
0.820625,4.746667,0
1.112031,5.093333,0
0.984921,5.306667,0
0.917419,5.676667,0
0.308413,6.273333,0
-0.167143,6.520000,0
-0.540635,6.473333,0
-0.168525,5.593333,1
1.203175,4.326667,1
1.620635,3.496667,1
2.507213,2.133333,0
3.302333,1.733333,0
3.446984,1.750000,0
2.845938,1.740000,0
2.488730,1.443333,0
2.762500,1.250000,0
2.632381,1.246667,0
3.074844,1.016667,0
3.331111,0.996667,0
3.202295,1.003333,0
3.353333,1.010000,0
3.033175,1.433333,0
2.228571,1.950000,0
1.778689,2.470000,0
1.417778,2.943333,0
0.835781,3.460000,0
0.637097,3.980000,0
0.166230,4.456667,0
0.218730,4.906667,0
-0.039365,5.246667,0
-0.361746,5.246667,0
-0.404590,5.256667,0
-0.251094,5.250000,0
0.257778,5.073333,0
0.657937,4.496667,1
1.265410,3.176667,1
2.242381,2.086667,1
2.222031,1.940000,1
3.027143,0.506667,1
2.442667,0.183333,1
2.908730,0.180000,1
3.418125,0.156667,0
3.322381,0.120000,0
3.612333,0.133333,0
3.479688,0.193333,0
2.772344,0.186667,0
2.555079,0.186667,0
3.322459,0.156667,0
3.236508,0.093333,0
2.645781,0.083333,0
2.031452,0.073333,0
1.914098,0.103333,0
1.890000,0.153333,0
1.515556,0.143333,0
1.604194,0.160000,0
1.815833,0.143333,0
1.831905,0.116667,0
2.556563,0.083333,0
2.664127,0.086667,0
2.761667,0.073333,0
2.615556,0.093333,0
2.478750,0.090000,0
2.351746,0.100000,0
1.988500,0.110000,0
2.047969,0.123333,0
2.234219,0.136667,0
2.096349,0.160000,0
1.725246,0.360000,0
1.559524,0.373333,0
1.257813,0.396667,0
1.543548,0.450000,0
1.919180,0.700000,0
1.483810,0.950000,0
1.188730,1.153333,0
1.174762,1.203333,0
1.170000,1.446667,0
1.073651,1.736667,0
0.879365,1.923333,0
0.797097,2.220000,0
0.297667,2.403333,0
